placeid,night,morning,noon,evening
11601,0.465818759936407,0.025437201907790145,0.07154213036565978,0.43720190779014306
170134,0.7027027027027027,0.0,0.02702702702702703,0.2702702702702703
610907,0.3548387096774194,0.03225806451612903,0.1935483870967742,0.41935483870967744
244626,0.6,0.13333333333333333,0.06666666666666667,0.2
404377,0.7777777777777778,0.05555555555555555,0.05555555555555555,0.1111111111111111
233050,0.29333333333333333,0.02666666666666667,0.17333333333333334,0.5066666666666667
743699,0.0,0.0,0.3076923076923077,0.6923076923076923
802746,0.5714285714285714,0.0,0.0,0.42857142857142855
399627,0.5,0.0,0.05357142857142857,0.44642857142857145
4166267,0.0,0.0,0.5714285714285714,0.42857142857142855
47061,0.5566502463054187,0.019704433497536946,0.024630541871921183,0.39901477832512317
41485,0.3445692883895131,0.0149812734082397,0.00749063670411985,0.6329588014981273
64337,0.41025641025641024,0.05128205128205128,0.15384615384615385,0.38461538461538464
1325462,0.5,0.0,0.25,0.25
236923,0.6666666666666666,0.0,0.0,0.3333333333333333
236936,0.5294117647058824,0.0,0.0,0.47058823529411764
1209275,0.4117647058823529,0.0,0.0,0.5882352941176471
1013493,0.24242424242424243,0.0,0.030303030303030304,0.7272727272727273
53368,0.3986784140969163,0.011013215859030838,0.03524229074889868,0.5550660792951542
9943,0.24444444444444444,0.02,0.07555555555555556,0.66
3096921,0.13513513513513514,0.02702702702702703,0.08108108108108109,0.7567567567567568
9996,0.1905829596412556,0.020179372197309416,0.07623318385650224,0.7130044843049327
1132125,0.25,0.0,0.0,0.75
10616,0.2552083333333333,0.041666666666666664,0.0625,0.640625
1184415,0.5833333333333334,0.0,0.0,0.4166666666666667
13257,0.4166666666666667,0.02976190476190476,0.02976190476190476,0.5238095238095238
3451739,0.5416666666666666,0.0,0.0,0.4583333333333333
53362,0.42424242424242425,0.0,0.09090909090909091,0.48484848484848486
283310,0.3628691983122363,0.03375527426160337,0.0759493670886076,0.5274261603375527
12042,0.20216606498194944,0.02527075812274368,0.02888086642599278,0.7436823104693141
45455,0.18181818181818182,0.0,0.0,0.8181818181818182
360448,0.2,0.0,0.13333333333333333,0.6666666666666666
410772,0.42105263157894735,0.0,0.0,0.5789473684210527
536794,0.4166666666666667,0.08333333333333333,0.0,0.5
566422,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.5333333333333333
598186,0.16666666666666666,0.16666666666666666,0.2619047619047619,0.40476190476190477
154234,0.5555555555555556,0.05555555555555555,0.08333333333333333,0.3055555555555556
1345168,0.29333333333333333,0.013333333333333334,0.08,0.6133333333333333
1451677,0.391304347826087,0.0,0.043478260869565216,0.5652173913043478
1085299,0.4090909090909091,0.045454545454545456,0.045454545454545456,0.5
832058,0.4468864468864469,0.02564102564102564,0.03296703296703297,0.4945054945054945
122316,0.4090909090909091,0.045454545454545456,0.015151515151515152,0.5303030303030303
