placeid,night,morning,noon,evening
47752,0.03896103896103896,0.2932551319648094,0.25806451612903225,0.4097193129451194
12904,0.09567496723460026,0.1258191349934469,0.37745740498034075,0.40104849279161203
60638,0.03940886699507389,0.21018062397372742,0.31527093596059114,0.4351395730706076
304153,0.0,0.125,0.375,0.5
69675,0.06015037593984962,0.20300751879699247,0.3157894736842105,0.42105263157894735
282468,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333
57279,0.06403940886699508,0.22988505747126436,0.24630541871921183,0.45977011494252873
131998,0.2236842105263158,0.06578947368421052,0.039473684210526314,0.6710526315789473
271964,0.17365269461077845,0.1437125748502994,0.33532934131736525,0.3473053892215569
282243,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.4166666666666667
290715,0.08791208791208792,0.12087912087912088,0.23076923076923078,0.5604395604395604
259304,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616
55866,0.08,0.19333333333333333,0.25333333333333335,0.47333333333333333
285904,0.06,0.1,0.26,0.58
285358,0.1,0.1,0.3,0.5
55096,0.024390243902439025,0.1524390243902439,0.34146341463414637,0.4817073170731707
75112,0.0136986301369863,0.0547945205479452,0.5068493150684932,0.4246575342465753
49538,0.03333333333333333,0.17916666666666667,0.32916666666666666,0.4583333333333333
121067,0.041044776119402986,0.2462686567164179,0.30597014925373134,0.40671641791044777
968242,0.06896551724137931,0.3103448275862069,0.2413793103448276,0.3793103448275862
223306,0.0784313725490196,0.2549019607843137,0.3137254901960784,0.35294117647058826
406572,0.0975609756097561,0.12195121951219512,0.5121951219512195,0.2682926829268293
246646,0.0375,0.1125,0.35,0.5
87199,0.05384615384615385,0.14615384615384616,0.3923076923076923,0.4076923076923077
901200,0.06382978723404255,0.10638297872340426,0.425531914893617,0.40425531914893614
7231639,0.03571428571428571,0.03571428571428571,0.7142857142857143,0.21428571428571427
1025745,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.5
5142683,0.125,0.125,0.375,0.375
6603765,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.4444444444444444
944697,0.0,0.2,0.35,0.45
1023313,0.1789709172259508,0.2371364653243848,0.20134228187919462,0.3825503355704698
6381304,0.09090909090909091,0.0,0.18181818181818182,0.7272727272727273
73640,0.06521739130434782,0.19082125603864733,0.3188405797101449,0.4251207729468599
36602,0.043222003929273084,0.12966601178781925,0.30844793713163066,0.518664047151277
938215,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444
960628,0.09090909090909091,0.045454545454545456,0.5454545454545454,0.3181818181818182
117724,0.056818181818181816,0.14772727272727273,0.375,0.42045454545454547
66170,0.14893617021276595,0.06382978723404255,0.2553191489361702,0.5319148936170213
307298,0.037037037037037035,0.3333333333333333,0.14814814814814814,0.48148148148148145
12977,0.0847457627118644,0.11581920903954802,0.4915254237288136,0.307909604519774
976302,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.36363636363636365
317526,0.038461538461538464,0.0673076923076923,0.3942307692307692,0.5
1198121,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5555555555555556
241099,0.0,0.15,0.25,0.6
1073205,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.2727272727272727
245609,0.1724137931034483,0.06896551724137931,0.4482758620689655,0.3103448275862069
514591,0.015151515151515152,0.12121212121212122,0.30303030303030304,0.5606060606060606
545914,0.11764705882352941,0.0,0.29411764705882354,0.5882352941176471
849778,0.14285714285714285,0.19047619047619047,0.42857142857142855,0.23809523809523808
338783,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.47368421052631576
63598,0.3835616438356164,0.1232876712328767,0.2328767123287671,0.2602739726027397
6456195,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.47058823529411764
1071654,0.0625,0.125,0.375,0.4375
1334561,0.1,0.5,0.3,0.1
483759,0.16666666666666666,0.3333333333333333,0.19444444444444445,0.3055555555555556
1348118,0.0,0.12903225806451613,0.3225806451612903,0.5483870967741935
62652,0.09090909090909091,0.12727272727272726,0.38181818181818183,0.4
753639,0.07692307692307693,0.07692307692307693,0.2692307692307692,0.5769230769230769
1317293,0.07894736842105263,0.21052631578947367,0.5,0.21052631578947367
634364,0.09701492537313433,0.16417910447761194,0.34328358208955223,0.39552238805970147
1084796,0.125,0.0,0.25,0.625
1099619,0.0,0.0,0.4,0.6
851533,0.1,0.0,0.6,0.3
1125894,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.45454545454545453
71232,0.0,0.125,0.4375,0.4375
472141,0.03333333333333333,0.3,0.08333333333333333,0.5833333333333334
177754,0.014218009478672985,0.13744075829383887,0.38388625592417064,0.46445497630331756
619988,0.06896551724137931,0.20689655172413793,0.3448275862068966,0.3793103448275862
198591,0.013452914798206279,0.14573991031390135,0.5044843049327354,0.336322869955157
59369,0.07615230460921844,0.312625250501002,0.24048096192384769,0.37074148296593185
6501219,0.05454545454545454,0.14545454545454545,0.45454545454545453,0.34545454545454546
46120,0.06055555555555556,0.30444444444444446,0.2511111111111111,0.3838888888888889
49746,0.1875,0.034722222222222224,0.2916666666666667,0.4861111111111111
338403,0.09523809523809523,0.047619047619047616,0.47619047619047616,0.38095238095238093
345723,0.15,0.15,0.275,0.425
484716,0.11627906976744186,0.06976744186046512,0.20930232558139536,0.6046511627906976
430486,0.03225806451612903,0.41935483870967744,0.1935483870967742,0.3548387096774194
219125,0.07692307692307693,0.3076923076923077,0.23076923076923078,0.38461538461538464
282357,0.21428571428571427,0.14285714285714285,0.39285714285714285,0.25
71068,0.03333333333333333,0.3296296296296296,0.17407407407407408,0.46296296296296297
71064,0.09550561797752809,0.3202247191011236,0.1853932584269663,0.398876404494382
1549455,0.06666666666666667,0.25333333333333335,0.3466666666666667,0.3333333333333333
71071,0.046357615894039736,0.31788079470198677,0.2582781456953642,0.37748344370860926
1432402,0.0,0.13793103448275862,0.3103448275862069,0.5517241379310345
1127008,0.04081632653061224,0.22448979591836735,0.42857142857142855,0.30612244897959184
851967,0.0,0.0,0.2727272727272727,0.7272727272727273
77885,0.1048951048951049,0.20279720279720279,0.23076923076923078,0.46153846153846156
1254364,0.08139534883720931,0.1744186046511628,0.32558139534883723,0.4186046511627907
49536,0.059895833333333336,0.23307291666666666,0.2565104166666667,0.4505208333333333
343036,0.13725490196078433,0.3333333333333333,0.2549019607843137,0.27450980392156865
60424,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.48484848484848486
625584,0.023809523809523808,0.07142857142857142,0.4523809523809524,0.4523809523809524
184821,0.04285714285714286,0.22857142857142856,0.34285714285714286,0.38571428571428573
1534282,0.21428571428571427,0.14285714285714285,0.25,0.39285714285714285
1539238,0.4,0.2,0.1,0.3
308693,0.1875,0.125,0.125,0.5625
63705,0.0967741935483871,0.12903225806451613,0.3870967741935484,0.3870967741935484
515504,0.07692307692307693,0.1076923076923077,0.46153846153846156,0.35384615384615387
937623,0.05714285714285714,0.2714285714285714,0.21428571428571427,0.45714285714285713
931999,0.10714285714285714,0.2857142857142857,0.39285714285714285,0.21428571428571427
425165,0.08823529411764706,0.29411764705882354,0.3235294117647059,0.29411764705882354
12978,0.043478260869565216,0.17391304347826086,0.5130434782608696,0.26956521739130435
57346,0.019067796610169493,0.3961864406779661,0.2775423728813559,0.3072033898305085
71347,0.04411764705882353,0.18382352941176472,0.49264705882352944,0.27941176470588236
841903,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.2727272727272727
236308,0.05555555555555555,0.16666666666666666,0.3888888888888889,0.3888888888888889
98612,0.1111111111111111,0.2962962962962963,0.2222222222222222,0.37037037037037035
525580,0.375,0.125,0.0,0.5
1127049,0.0,0.11764705882352941,0.4117647058823529,0.47058823529411764
1191688,0.0,0.06060606060606061,0.48484848484848486,0.45454545454545453
86316,0.18811881188118812,0.25742574257425743,0.1485148514851485,0.40594059405940597
224834,0.2222222222222222,0.0,0.1111111111111111,0.6666666666666666
54813,0.0,0.08333333333333333,0.5,0.4166666666666667
234831,0.0,0.16666666666666666,0.5,0.3333333333333333
1086385,0.0,0.0,0.3333333333333333,0.6666666666666666
124178,0.03081232492997199,0.5294117647058824,0.11204481792717087,0.3277310924369748
714962,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.26666666666666666
147321,0.04477611940298507,0.13432835820895522,0.40298507462686567,0.417910447761194
670902,0.0,0.2,0.4,0.4
400832,0.10526315789473684,0.15789473684210525,0.3157894736842105,0.42105263157894735
680470,0.024390243902439025,0.2926829268292683,0.3902439024390244,0.2926829268292683
124175,0.08071748878923767,0.24663677130044842,0.29596412556053814,0.37668161434977576
483848,0.03968253968253968,0.6547619047619048,0.11904761904761904,0.1865079365079365
975143,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.3684210526315789
744974,0.08,0.24,0.16,0.52
586116,0.125,0.375,0.25,0.25
586132,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.38461538461538464
586281,0.09090909090909091,0.13636363636363635,0.3181818181818182,0.45454545454545453
593052,0.19230769230769232,0.11538461538461539,0.38461538461538464,0.3076923076923077
968830,0.0,0.16666666666666666,0.5,0.3333333333333333
707819,0.02,0.12,0.48,0.38
860204,0.10526315789473684,0.10526315789473684,0.3684210526315789,0.42105263157894735
619310,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.47058823529411764
62247,0.06666666666666667,0.13333333333333333,0.23333333333333334,0.5666666666666667
197904,0.02097902097902098,0.16783216783216784,0.27972027972027974,0.5314685314685315
234477,0.03125,0.11458333333333333,0.3854166666666667,0.46875
1127075,0.0,0.0,0.3157894736842105,0.6842105263157895
1126984,0.047619047619047616,0.14285714285714285,0.3333333333333333,0.47619047619047616
1126942,0.045454545454545456,0.13636363636363635,0.45454545454545453,0.36363636363636365
1126888,0.043478260869565216,0.21739130434782608,0.34782608695652173,0.391304347826087
1126865,0.043478260869565216,0.17391304347826086,0.43478260869565216,0.34782608695652173
1126846,0.041666666666666664,0.2916666666666667,0.25,0.4166666666666667
1125964,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.7857142857142857
789350,0.6785714285714286,0.023809523809523808,0.011904761904761904,0.2857142857142857
349968,0.0,0.15384615384615385,0.3076923076923077,0.5384615384615384
1002197,0.043478260869565216,0.391304347826087,0.43478260869565216,0.13043478260869565
233744,0.06060606060606061,0.18181818181818182,0.4090909090909091,0.3484848484848485
62646,0.016129032258064516,0.1532258064516129,0.4274193548387097,0.4032258064516129
61421,0.03678929765886288,0.11705685618729098,0.11371237458193979,0.7324414715719063
74527,0.15,0.25,0.25,0.35
54815,0.09803921568627451,0.39215686274509803,0.1503267973856209,0.35947712418300654
311403,0.37037037037037035,0.07407407407407407,0.2962962962962963,0.25925925925925924
335315,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.4166666666666667
159413,0.10218978102189781,0.291970802919708,0.24087591240875914,0.36496350364963503
117531,0.06153846153846154,0.2,0.18461538461538463,0.5538461538461539
60642,0.05063291139240506,0.02531645569620253,0.22784810126582278,0.6962025316455697
166847,0.14285714285714285,0.07142857142857142,0.39285714285714285,0.39285714285714285
155209,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.42857142857142855
59195,0.11538461538461539,0.17307692307692307,0.34615384615384615,0.36538461538461536
149050,0.25,0.16666666666666666,0.25,0.3333333333333333
69760,0.13541666666666666,0.07291666666666667,0.21875,0.5729166666666666
117893,0.25,0.25,0.125,0.375
1097611,0.13333333333333333,0.6,0.13333333333333333,0.13333333333333333
211569,0.04225352112676056,0.2676056338028169,0.2535211267605634,0.43661971830985913
307104,0.0,0.5,0.2727272727272727,0.22727272727272727
6787321,0.0,0.07692307692307693,0.6538461538461539,0.2692307692307692
12880,0.053613053613053616,0.15151515151515152,0.4172494172494173,0.3776223776223776
396624,0.023255813953488372,0.023255813953488372,0.3023255813953488,0.6511627906976745
72032,0.2549019607843137,0.13725490196078433,0.0784313725490196,0.5294117647058824
167954,0.14864864864864866,0.16891891891891891,0.22297297297297297,0.4594594594594595
282376,0.022727272727272728,0.20454545454545456,0.4318181818181818,0.3409090909090909
251358,0.13043478260869565,0.13043478260869565,0.34782608695652173,0.391304347826087
251348,0.10526315789473684,0.15789473684210525,0.3157894736842105,0.42105263157894735
283177,0.043478260869565216,0.30434782608695654,0.2608695652173913,0.391304347826087
283076,0.02564102564102564,0.1794871794871795,0.2564102564102564,0.5384615384615384
703461,0.1,0.1625,0.225,0.5125
173049,0.0136986301369863,0.0821917808219178,0.4315068493150685,0.4726027397260274
63857,0.059490084985835696,0.15864022662889518,0.35127478753541075,0.43059490084985835
63868,0.012315270935960592,0.10098522167487685,0.41379310344827586,0.4729064039408867
63865,0.08,0.14,0.26,0.52
173477,0.038461538461538464,0.2692307692307692,0.23076923076923078,0.46153846153846156
273432,0.06666666666666667,0.26666666666666666,0.2,0.4666666666666667
187332,0.07692307692307693,0.07692307692307693,0.38461538461538464,0.46153846153846156
54887,0.05,0.25,0.35,0.35
134781,0.05357142857142857,0.14285714285714285,0.26785714285714285,0.5357142857142857
71035,0.04827586206896552,0.29310344827586204,0.2827586206896552,0.3758620689655172
177452,0.0,0.1,0.4,0.5
138860,0.05,0.2,0.45,0.3
121958,0.0,0.03333333333333333,0.5333333333333333,0.43333333333333335
87157,0.058823529411764705,0.11764705882352941,0.4411764705882353,0.38235294117647056
155504,0.014492753623188406,0.08695652173913043,0.3188405797101449,0.5797101449275363
168630,0.022727272727272728,0.09090909090909091,0.25,0.6363636363636364
535984,0.02702702702702703,0.34234234234234234,0.32432432432432434,0.3063063063063063
1595345,0.02702702702702703,0.43243243243243246,0.40540540540540543,0.13513513513513514
34329,0.04825737265415549,0.19302949061662197,0.36193029490616624,0.3967828418230563
173118,0.032,0.096,0.508,0.364
136792,0.0,0.25,0.25,0.5
76327,0.13953488372093023,0.11627906976744186,0.37209302325581395,0.37209302325581395
54965,0.07692307692307693,0.07692307692307693,0.20512820512820512,0.6410256410256411
299283,0.14285714285714285,0.05714285714285714,0.2,0.6
465594,0.0,0.15,0.35,0.5
876155,0.045454545454545456,0.09090909090909091,0.36363636363636365,0.5
235952,0.06818181818181818,0.06818181818181818,0.25,0.6136363636363636
292791,0.24528301886792453,0.22641509433962265,0.18867924528301888,0.33962264150943394
939652,0.07692307692307693,0.0,0.4230769230769231,0.5
218991,0.09090909090909091,0.13636363636363635,0.1590909090909091,0.6136363636363636
60292,0.08264462809917356,0.09917355371900827,0.38016528925619836,0.4380165289256198
117334,0.03272727272727273,0.18181818181818182,0.4109090909090909,0.37454545454545457
385611,0.023809523809523808,0.0,0.07142857142857142,0.9047619047619048
754741,0.17307692307692307,0.21153846153846154,0.3269230769230769,0.28846153846153844
581586,0.06818181818181818,0.29545454545454547,0.38636363636363635,0.25
288704,0.06896551724137931,0.10344827586206896,0.41379310344827586,0.41379310344827586
946115,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.4
60791,0.023622047244094488,0.11023622047244094,0.38976377952755903,0.4763779527559055
1026126,0.1,0.3333333333333333,0.26666666666666666,0.3
374849,0.0,0.16129032258064516,0.41935483870967744,0.41935483870967744
1210831,0.0,0.17647058823529413,0.4117647058823529,0.4117647058823529
229381,0.0,0.14583333333333334,0.3333333333333333,0.5208333333333334
392657,0.07894736842105263,0.15789473684210525,0.3684210526315789,0.39473684210526316
288731,0.0625,0.15625,0.375,0.40625
205773,0.05042016806722689,0.11764705882352941,0.2857142857142857,0.5462184873949579
184915,0.029411764705882353,0.2647058823529412,0.27941176470588236,0.4264705882352941
638119,0.06976744186046512,0.23255813953488372,0.20930232558139536,0.4883720930232558
400762,0.24390243902439024,0.21951219512195122,0.2926829268292683,0.24390243902439024
256307,0.04529616724738676,0.2857142857142857,0.18466898954703834,0.4843205574912892
150115,0.1111111111111111,0.2222222222222222,0.19444444444444445,0.4722222222222222
634531,0.11538461538461539,0.34615384615384615,0.2692307692307692,0.2692307692307692
87250,0.045454545454545456,0.13636363636363635,0.2727272727272727,0.5454545454545454
12901,0.06451612903225806,0.14516129032258066,0.25806451612903225,0.532258064516129
333951,0.04428904428904429,0.10023310023310024,0.34965034965034963,0.5058275058275058
947898,0.09933774834437085,0.12582781456953643,0.40397350993377484,0.3708609271523179
727619,0.03333333333333333,0.23333333333333334,0.43333333333333335,0.3
117582,0.03125,0.171875,0.390625,0.40625
117590,0.04433497536945813,0.2413793103448276,0.37438423645320196,0.3399014778325123
288739,0.013513513513513514,0.20270270270270271,0.44594594594594594,0.33783783783783783
597951,0.033210332103321034,0.33948339483394835,0.24354243542435425,0.3837638376383764
